trial_number,params,mean_score,std_score,partition_scores
27,"{'tweedie_variance_power': 1.1073988197127262, 'learning_rate': 0.0069046325081677335, 'num_leaves': 128, 'min_child_samples': 27, 'feature_fraction': 0.9937817292491178, 'bagging_fraction': 0.8963310761988004, 'bagging_freq': 2, 'n_estimators': 700, 'max_depth': 6, 'lambda_l1': 4.75299181642849, 'lambda_l2': 4.3480656157625}",2678.048009818573,146.31098013210033,"[2673.6566973064523, 2859.3969290693094, 2501.090403079958]"
28,"{'tweedie_variance_power': 1.1145078353505722, 'learning_rate': 0.005577607592918281, 'num_leaves': 16, 'min_child_samples': 10, 'feature_fraction': 0.6963009699315155, 'bagging_fraction': 0.4502991694398172, 'bagging_freq': 3, 'n_estimators': 200, 'max_depth': 6, 'lambda_l1': 4.080049348255001, 'lambda_l2': 2.231235521757449}",3476.750496937355,65.56337017266526,"[3439.7601130609078, 3568.877318547219, 3421.6140592039364]"
29,"{'tweedie_variance_power': 1.1107448636047657, 'learning_rate': 0.025795097862943088, 'num_leaves': 96, 'min_child_samples': 34, 'feature_fraction': 0.7628560782771145, 'bagging_fraction': 0.5794760386150603, 'bagging_freq': 3, 'n_estimators': 200, 'max_depth': 11, 'lambda_l1': 4.928378781071226, 'lambda_l2': 3.491725387205861}",2607.7722594276456,107.84801103569457,"[2558.8577612307054, 2757.338737306966, 2507.1202797452656]"
30,"{'tweedie_variance_power': 1.2769189515099342, 'learning_rate': 0.215684527210011, 'num_leaves': 160, 'min_child_samples': 22, 'feature_fraction': 0.9184623965926294, 'bagging_fraction': 0.44156632723952927, 'bagging_freq': 4, 'n_estimators': 600, 'max_depth': 5, 'lambda_l1': 4.192128187176412, 'lambda_l2': 3.2507274044076446}",3042.594022243271,91.16834376239106,"[3170.542160313057, 2964.855657733402, 2992.3842486833532]"
31,"{'tweedie_variance_power': 1.2875494631610327, 'learning_rate': 0.022336168281013744, 'num_leaves': 32, 'min_child_samples': 10, 'feature_fraction': 0.8311009192952916, 'bagging_fraction': 0.8483984708287248, 'bagging_freq': 1, 'n_estimators': 300, 'max_depth': 5, 'lambda_l1': 2.6130567382843415, 'lambda_l2': 2.5376154693104875}",2543.223052734698,74.52677797012507,"[2499.4449772158223, 2648.1420310566227, 2482.0821499316476]"
32,"{'tweedie_variance_power': 1.1670722199980763, 'learning_rate': 0.021703270106171454, 'num_leaves': 112, 'min_child_samples': 5, 'feature_fraction': 0.7953128853441586, 'bagging_fraction': 0.8577009192301976, 'bagging_freq': 2, 'n_estimators': 100, 'max_depth': 6, 'lambda_l1': 1.523691645802712, 'lambda_l2': 2.9756947856162363}",2903.5401223416306,148.21068555628793,"[2872.7752142626823, 3098.476889313899, 2739.368263448311]"
33,"{'tweedie_variance_power': 1.4836735108953576, 'learning_rate': 0.07026971016089242, 'num_leaves': 16, 'min_child_samples': 26, 'feature_fraction': 0.7662449455483445, 'bagging_fraction': 0.9378730738760654, 'bagging_freq': 3, 'n_estimators': 100, 'max_depth': 4, 'lambda_l1': 2.445208481794954, 'lambda_l2': 1.2335422280773531}",2618.3784473357246,14.264805986906556,"[2615.351945073104, 2637.1647192742616, 2602.618677659808]"
34,"{'tweedie_variance_power': 1.141326006763258, 'learning_rate': 0.09182190105696342, 'num_leaves': 32, 'min_child_samples': 6, 'feature_fraction': 0.7808899448616272, 'bagging_fraction': 0.5262981891426254, 'bagging_freq': 4, 'n_estimators': 400, 'max_depth': 5, 'lambda_l1': 2.83570587251475, 'lambda_l2': 3.169083376224866}",2722.5265345771445,133.21182167877046,"[2781.3453582464654, 2538.122465934313, 2848.1117795506557]"
35,"{'tweedie_variance_power': 1.3099849704870692, 'learning_rate': 0.024906218745930707, 'num_leaves': 16, 'min_child_samples': 25, 'feature_fraction': 0.6514916987054113, 'bagging_fraction': 0.8480657925790309, 'bagging_freq': 1, 'n_estimators': 300, 'max_depth': 5, 'lambda_l1': 3.8347050236450517, 'lambda_l2': 2.7045878660796197}",2559.1667354710703,55.26836495792049,"[2487.7398668901774, 2622.367259116862, 2567.393080406171]"
36,"{'tweedie_variance_power': 1.401509343064325, 'learning_rate': 0.01280645489261183, 'num_leaves': 16, 'min_child_samples': 47, 'feature_fraction': 0.6643650657178388, 'bagging_fraction': 0.8957542413289034, 'bagging_freq': 1, 'n_estimators': 600, 'max_depth': 7, 'lambda_l1': 4.955890538738602, 'lambda_l2': 2.558370166812581}",2524.0112813432775,62.43763002538154,"[2439.893361614243, 2589.325738410057, 2542.8147440055322]"
37,"{'tweedie_variance_power': 1.3980561058111725, 'learning_rate': 0.00890602320571108, 'num_leaves': 64, 'min_child_samples': 61, 'feature_fraction': 0.5722189010885079, 'bagging_fraction': 0.9701090633957213, 'bagging_freq': 1, 'n_estimators': 800, 'max_depth': 5, 'lambda_l1': 3.663417499239081, 'lambda_l2': 0.1997112970962771}",2635.6651901558125,46.25070501661606,"[2582.718628460717, 2695.3978723103837, 2628.8790696963374]"
38,"{'tweedie_variance_power': 1.2832370631675785, 'learning_rate': 0.02578798507076134, 'num_leaves': 48, 'min_child_samples': 10, 'feature_fraction': 0.8763462680724681, 'bagging_fraction': 0.985630354020145, 'bagging_freq': 1, 'n_estimators': 500, 'max_depth': 7, 'lambda_l1': 2.2933153219844766, 'lambda_l2': 2.2235998484977095}",2901.791946410039,141.8044537519397,"[2820.410681273131, 3101.2137098865987, 2783.751448070387]"
39,"{'tweedie_variance_power': 1.4749216313184912, 'learning_rate': 0.007260313934965442, 'num_leaves': 32, 'min_child_samples': 51, 'feature_fraction': 0.45823160249788797, 'bagging_fraction': 0.7381318771276123, 'bagging_freq': 2, 'n_estimators': 700, 'max_depth': 9, 'lambda_l1': 4.882991868476223, 'lambda_l2': 3.212673132161762}",2535.186260463643,158.58775813593314,"[2333.9525942880214, 2550.0483604808496, 2721.5578266220587]"
40,"{'tweedie_variance_power': 1.7235496732983622, 'learning_rate': 0.02022063066381226, 'num_leaves': 64, 'min_child_samples': 51, 'feature_fraction': 0.719602187454529, 'bagging_fraction': 0.9446802000656994, 'bagging_freq': 1, 'n_estimators': 800, 'max_depth': 6, 'lambda_l1': 4.2440137360535255, 'lambda_l2': 3.3309937001925114}",3188.741517403225,47.167339272490025,"[3139.93166811522, 3252.520745856069, 3173.772138238386]"
41,"{'tweedie_variance_power': 1.665794296553777, 'learning_rate': 0.006349296208886525, 'num_leaves': 80, 'min_child_samples': 50, 'feature_fraction': 0.40840336660168963, 'bagging_fraction': 0.6094734257574822, 'bagging_freq': 2, 'n_estimators': 800, 'max_depth': 8, 'lambda_l1': 4.970074344715221, 'lambda_l2': 2.60006644322241}",3000.8409516352262,53.76303591189474,"[2937.016820422569, 3068.5378778938984, 2996.9681565892115]"
42,"{'tweedie_variance_power': 1.3447991814487055, 'learning_rate': 0.023819316068772304, 'num_leaves': 32, 'min_child_samples': 53, 'feature_fraction': 0.4979591499630719, 'bagging_fraction': 0.6823640590204634, 'bagging_freq': 3, 'n_estimators': 400, 'max_depth': 9, 'lambda_l1': 4.927998847988157, 'lambda_l2': 4.0925842831252535}",2605.687895050373,217.2625210551265,"[2395.8067792538986, 2516.291265290499, 2904.965640606722]"
43,"{'tweedie_variance_power': 1.346357972135827, 'learning_rate': 0.004760835027368748, 'num_leaves': 32, 'min_child_samples': 62, 'feature_fraction': 0.5834556249792399, 'bagging_fraction': 0.9781809400976338, 'bagging_freq': 3, 'n_estimators': 700, 'max_depth': 8, 'lambda_l1': 3.1604002507660307, 'lambda_l2': 3.568562208317908}",2744.5236381310024,111.33806679423667,"[2588.7983809871084, 2842.5476379811607, 2802.224895424739]"
44,"{'tweedie_variance_power': 1.4141813555212228, 'learning_rate': 0.041501035299565024, 'num_leaves': 48, 'min_child_samples': 39, 'feature_fraction': 0.6457612093034596, 'bagging_fraction': 0.8403562701212033, 'bagging_freq': 1, 'n_estimators': 800, 'max_depth': 7, 'lambda_l1': 4.6638965897372, 'lambda_l2': 2.4482620663988244}",2981.3842831627044,50.30499987613579,"[2925.6915283617222, 2970.894942025319, 3047.566379101072]"
45,"{'tweedie_variance_power': 1.2067069599261349, 'learning_rate': 0.010435988529102791, 'num_leaves': 32, 'min_child_samples': 26, 'feature_fraction': 0.7219719412583055, 'bagging_fraction': 0.4852284368405106, 'bagging_freq': 2, 'n_estimators': 700, 'max_depth': 3, 'lambda_l1': 3.8260663996085023, 'lambda_l2': 2.4146771319389027}",2588.1803117083105,60.045872870974755,"[2535.4668181924953, 2672.193159394693, 2556.880957537743]"
