trial_number,params,mean_score,std_score,partition_scores
10,"{'tweedie_variance_power': 1.287361389523197, 'learning_rate': 0.0049617862287242576, 'num_leaves': 32, 'min_child_samples': 85, 'feature_fraction': 0.8666183659647407, 'bagging_fraction': 0.5556823951106991, 'bagging_freq': 5, 'n_estimators': 600, 'max_depth': 4, 'lambda_l1': 4.560037552993041, 'lambda_l2': 2.946438346071462}",2523.524134381344,108.69738657557878,"[2458.7477038764287, 2676.6421856761926, 2435.1825135914105]"
11,"{'tweedie_variance_power': 1.2780171863473313, 'learning_rate': 0.01307829732050843, 'num_leaves': 16, 'min_child_samples': 84, 'feature_fraction': 0.7227886177209483, 'bagging_fraction': 0.4190422030313432, 'bagging_freq': 4, 'n_estimators': 500, 'max_depth': 3, 'lambda_l1': 4.072236645382559, 'lambda_l2': 4.427218302811227}",2395.749881728792,66.01280762020819,"[2326.067990315588, 2484.3947460813692, 2376.7869087894173]"
12,"{'tweedie_variance_power': 1.1468992313505102, 'learning_rate': 0.003326784140079972, 'num_leaves': 32, 'min_child_samples': 90, 'feature_fraction': 0.6950493961631464, 'bagging_fraction': 0.4428551673411619, 'bagging_freq': 6, 'n_estimators': 600, 'max_depth': 3, 'lambda_l1': 4.9055344411076724, 'lambda_l2': 3.4949093687553896}",2816.74952159295,122.57766864397067,"[2781.0653914159816, 2981.502816393194, 2687.680356969674]"
13,"{'tweedie_variance_power': 1.4120096772554547, 'learning_rate': 0.041770029098959376, 'num_leaves': 32, 'min_child_samples': 66, 'feature_fraction': 0.8623412299377698, 'bagging_fraction': 0.47859980066627594, 'bagging_freq': 4, 'n_estimators': 400, 'max_depth': 4, 'lambda_l1': 1.993094772278397, 'lambda_l2': 4.569889040764208}",2780.572117789681,118.35444097014462,"[2698.1173814336453, 2947.944532978573, 2695.654438956825]"
14,"{'tweedie_variance_power': 1.2462292110974522, 'learning_rate': 0.0148732639986519, 'num_leaves': 32, 'min_child_samples': 87, 'feature_fraction': 0.8193822517784279, 'bagging_fraction': 0.7459687774218344, 'bagging_freq': 8, 'n_estimators': 900, 'max_depth': 4, 'lambda_l1': 3.9556741876007626, 'lambda_l2': 4.05876224321517}",2586.459648954209,47.054331195981256,"[2526.9779338365847, 2590.362369942227, 2642.038643083815]"
15,"{'tweedie_variance_power': 1.8151547465870963, 'learning_rate': 0.04261338457271083, 'num_leaves': 48, 'min_child_samples': 97, 'feature_fraction': 0.5550563396016668, 'bagging_fraction': 0.563544981846864, 'bagging_freq': 6, 'n_estimators': 600, 'max_depth': 4, 'lambda_l1': 4.7062342991223876, 'lambda_l2': 3.898698483306169}",2911.16771191495,250.06339467168678,"[2854.0086718161006, 2637.510263455681, 3241.984200473069]"
16,"{'tweedie_variance_power': 1.4665124320226113, 'learning_rate': 0.002805281505174816, 'num_leaves': 64, 'min_child_samples': 91, 'feature_fraction': 0.9860026574862504, 'bagging_fraction': 0.5759389336865127, 'bagging_freq': 7, 'n_estimators': 800, 'max_depth': 8, 'lambda_l1': 3.2280833686605486, 'lambda_l2': 3.014941366138395}",2744.1700927688944,250.2355613663071,"[2961.5548611806994, 2877.31370899588, 2393.6417081301042]"
17,"{'tweedie_variance_power': 1.3365367677145077, 'learning_rate': 0.001197749452601447, 'num_leaves': 80, 'min_child_samples': 88, 'feature_fraction': 0.6867250922761685, 'bagging_fraction': 0.701284169990009, 'bagging_freq': 2, 'n_estimators': 900, 'max_depth': 4, 'lambda_l1': 4.430322369641151, 'lambda_l2': 2.7348799348701367}",3548.8135308277233,90.06578414075,"[3470.9043551940495, 3675.0343118318037, 3500.501925457317]"
18,"{'tweedie_variance_power': 1.3263048767573942, 'learning_rate': 0.020843579627791365, 'num_leaves': 16, 'min_child_samples': 44, 'feature_fraction': 0.6739143228464044, 'bagging_fraction': 0.41664562606821115, 'bagging_freq': 2, 'n_estimators': 700, 'max_depth': 5, 'lambda_l1': 3.7230674199761236, 'lambda_l2': 4.000497669869339}",2573.2090313125227,111.72624989612315,"[2429.291608778996, 2588.6879763593724, 2701.6475087992003]"
19,"{'tweedie_variance_power': 1.2095880376856525, 'learning_rate': 0.2295593207703678, 'num_leaves': 16, 'min_child_samples': 93, 'feature_fraction': 0.7585752056664468, 'bagging_fraction': 0.4759436910301619, 'bagging_freq': 3, 'n_estimators': 500, 'max_depth': 3, 'lambda_l1': 3.6913482448490367, 'lambda_l2': 3.5267723095829417}",2845.381242054025,102.68476621451188,"[2965.833025990848, 2714.9074488456395, 2855.403251325585]"
20,"{'tweedie_variance_power': 1.3070940239875042, 'learning_rate': 0.003110473483536582, 'num_leaves': 112, 'min_child_samples': 60, 'feature_fraction': 0.7762744503348775, 'bagging_fraction': 0.4938313061964125, 'bagging_freq': 9, 'n_estimators': 700, 'max_depth': 3, 'lambda_l1': 2.2631566298733374, 'lambda_l2': 3.0262539167481233}",2814.6306844488936,154.9567300938375,"[2770.658306772727, 3022.5394507303586, 2650.6942958435966]"
21,"{'tweedie_variance_power': 1.2831082099133553, 'learning_rate': 0.023702162936181683, 'num_leaves': 32, 'min_child_samples': 28, 'feature_fraction': 0.8085812115766826, 'bagging_fraction': 0.49835963060832855, 'bagging_freq': 1, 'n_estimators': 900, 'max_depth': 5, 'lambda_l1': 4.109841682316656, 'lambda_l2': 4.114525094590051}",2647.1882560723957,19.62790891865614,"[2670.0637154517553, 2622.1337267801646, 2649.3673259852676]"
22,"{'tweedie_variance_power': 1.3122067748232058, 'learning_rate': 0.013726958318786123, 'num_leaves': 128, 'min_child_samples': 80, 'feature_fraction': 0.9299929918971017, 'bagging_fraction': 0.7055888181436228, 'bagging_freq': 4, 'n_estimators': 600, 'max_depth': 3, 'lambda_l1': 4.52435493056121, 'lambda_l2': 2.0823898736855813}",2562.81189840259,140.8819433093884,"[2649.6092872943527, 2674.723354581591, 2364.1030533318262]"
23,"{'tweedie_variance_power': 1.4716339591641048, 'learning_rate': 0.013262020359011037, 'num_leaves': 176, 'min_child_samples': 57, 'feature_fraction': 0.8589777172346149, 'bagging_fraction': 0.5574992800562822, 'bagging_freq': 1, 'n_estimators': 600, 'max_depth': 3, 'lambda_l1': 4.208389421450479, 'lambda_l2': 2.7110218635986385}",2600.811870534592,187.5972891100204,"[2721.869786367937, 2744.7281377583163, 2335.8376874775213]"
24,"{'tweedie_variance_power': 1.1311732875386715, 'learning_rate': 0.007333616586903803, 'num_leaves': 192, 'min_child_samples': 96, 'feature_fraction': 0.9261141152961667, 'bagging_fraction': 0.6349010742249458, 'bagging_freq': 4, 'n_estimators': 900, 'max_depth': 5, 'lambda_l1': 4.605887350199537, 'lambda_l2': 2.1819820420412253}",2525.7684459487045,141.08374473305076,"[2623.651843469102, 2627.3958838309427, 2326.257610546069]"
25,"{'tweedie_variance_power': 1.1540353352297184, 'learning_rate': 0.005230582189316471, 'num_leaves': 224, 'min_child_samples': 83, 'feature_fraction': 0.9261765116412932, 'bagging_fraction': 0.6761021071180116, 'bagging_freq': 2, 'n_estimators': 1000, 'max_depth': 6, 'lambda_l1': 4.658493933962392, 'lambda_l2': 3.041864609950132}",2540.282266009263,140.9657870905902,"[2610.9232615729893, 2666.4065482744136, 2343.5169881803863]"
26,"{'tweedie_variance_power': 1.2782931350610711, 'learning_rate': 0.005049590543473832, 'num_leaves': 208, 'min_child_samples': 95, 'feature_fraction': 0.8866579727685233, 'bagging_fraction': 0.5293581219079697, 'bagging_freq': 2, 'n_estimators': 1000, 'max_depth': 4, 'lambda_l1': 2.8036767678154475, 'lambda_l2': 0.687098124095679}",2526.057622547431,181.91123142029036,"[2597.1991891992207, 2704.5935936596356, 2276.3800847834377]"
27,"{'tweedie_variance_power': 1.5322088051397014, 'learning_rate': 0.008043996462794396, 'num_leaves': 32, 'min_child_samples': 94, 'feature_fraction': 0.7436781149607148, 'bagging_fraction': 0.46253427770459454, 'bagging_freq': 5, 'n_estimators': 400, 'max_depth': 3, 'lambda_l1': 3.1350641634793543, 'lambda_l2': 4.842799279722775}",2684.209950503371,58.722835476769355,"[2635.3819559093417, 2766.7997788437983, 2650.448116756974]"
28,"{'tweedie_variance_power': 1.2737674974451105, 'learning_rate': 0.007446219190713261, 'num_leaves': 64, 'min_child_samples': 79, 'feature_fraction': 0.8319278885776344, 'bagging_fraction': 0.5501598625705956, 'bagging_freq': 5, 'n_estimators': 700, 'max_depth': 9, 'lambda_l1': 4.284971032975906, 'lambda_l2': 4.787272255077534}",2487.1523714727923,161.1170741197271,"[2556.24582284413, 2640.6419151410696, 2264.569376433177]"
29,"{'tweedie_variance_power': 1.2197812535576322, 'learning_rate': 0.0037357550908929064, 'num_leaves': 144, 'min_child_samples': 88, 'feature_fraction': 0.6542532810744249, 'bagging_fraction': 0.7043720920543363, 'bagging_freq': 5, 'n_estimators': 800, 'max_depth': 11, 'lambda_l1': 4.938242662402066, 'lambda_l2': 4.959075497634027}",2697.237663087468,99.74191253969947,"[2613.5584281631764, 2837.4185887953327, 2640.735972303895]"
30,"{'tweedie_variance_power': 1.3776351039774983, 'learning_rate': 0.003763813329327512, 'num_leaves': 64, 'min_child_samples': 89, 'feature_fraction': 0.9257752707642763, 'bagging_fraction': 0.5332023969193321, 'bagging_freq': 4, 'n_estimators': 700, 'max_depth': 10, 'lambda_l1': 4.7009158464675584, 'lambda_l2': 4.452683586783167}",2596.308060603641,155.1694093225128,"[2632.182387011758, 2765.8571446627334, 2390.8846501364324]"
31,"{'tweedie_variance_power': 1.3183250580716726, 'learning_rate': 0.004217992275961459, 'num_leaves': 48, 'min_child_samples': 62, 'feature_fraction': 0.842967892368254, 'bagging_fraction': 0.5250912457111785, 'bagging_freq': 6, 'n_estimators': 500, 'max_depth': 6, 'lambda_l1': 3.706253749259582, 'lambda_l2': 1.9386942990528149}",2714.8236190286857,142.3429805854886,"[2767.160886841271, 2856.993614026683, 2520.316356218102]"
