trial_number,params,mean_score,std_score,partition_scores
10,"{'tweedie_variance_power': 1.287361389523197, 'learning_rate': 0.0049617862287242576, 'num_leaves': 32, 'min_child_samples': 85, 'feature_fraction': 0.8666183659647407, 'bagging_fraction': 0.5556823951106991, 'bagging_freq': 5, 'n_estimators': 600, 'max_depth': 4, 'lambda_l1': 4.560037552993041, 'lambda_l2': 2.946438346071462}",2696.3763020833335,118.25409728240034,"[2618.2158203125, 2863.49658203125, 2607.41650390625]"
11,"{'tweedie_variance_power': 1.2780171863473313, 'learning_rate': 0.01307829732050843, 'num_leaves': 16, 'min_child_samples': 84, 'feature_fraction': 0.7227886177209483, 'bagging_fraction': 0.4190422030313432, 'bagging_freq': 4, 'n_estimators': 500, 'max_depth': 3, 'lambda_l1': 4.072236645382559, 'lambda_l2': 4.427218302811227}",2541.062744140625,11.586055831322048,"[2542.397216796875, 2554.538330078125, 2526.252685546875]"
12,"{'tweedie_variance_power': 1.1468992313505102, 'learning_rate': 0.003326784140079972, 'num_leaves': 32, 'min_child_samples': 90, 'feature_fraction': 0.6950493961631464, 'bagging_fraction': 0.4428551673411619, 'bagging_freq': 6, 'n_estimators': 600, 'max_depth': 3, 'lambda_l1': 4.9055344411076724, 'lambda_l2': 3.4949093687553896}",3090.7704264322915,22.712166464430446,"[3119.431396484375, 3088.996826171875, 3063.883056640625]"
13,"{'tweedie_variance_power': 1.4120096772554547, 'learning_rate': 0.041770029098959376, 'num_leaves': 32, 'min_child_samples': 66, 'feature_fraction': 0.8623412299377698, 'bagging_fraction': 0.47859980066627594, 'bagging_freq': 4, 'n_estimators': 400, 'max_depth': 4, 'lambda_l1': 1.993094772278397, 'lambda_l2': 4.569889040764208}",2740.6309407552085,133.01347665122177,"[2640.934326171875, 2928.625244140625, 2652.333251953125]"
14,"{'tweedie_variance_power': 1.2462292110974522, 'learning_rate': 0.0148732639986519, 'num_leaves': 32, 'min_child_samples': 87, 'feature_fraction': 0.8193822517784279, 'bagging_fraction': 0.7459687774218344, 'bagging_freq': 8, 'n_estimators': 900, 'max_depth': 4, 'lambda_l1': 3.9556741876007626, 'lambda_l2': 4.05876224321517}",2698.2528483072915,113.80885736534469,"[2674.990966796875, 2847.80712890625, 2571.96044921875]"
15,"{'tweedie_variance_power': 1.8151547465870963, 'learning_rate': 0.04261338457271083, 'num_leaves': 48, 'min_child_samples': 97, 'feature_fraction': 0.5550563396016668, 'bagging_fraction': 0.563544981846864, 'bagging_freq': 6, 'n_estimators': 600, 'max_depth': 4, 'lambda_l1': 4.7062342991223876, 'lambda_l2': 3.898698483306169}",2983.8658854166665,84.01152413094118,"[2866.941162109375, 3060.58642578125, 3024.070068359375]"
16,"{'tweedie_variance_power': 1.4665124320226113, 'learning_rate': 0.002805281505174816, 'num_leaves': 64, 'min_child_samples': 91, 'feature_fraction': 0.9860026574862504, 'bagging_fraction': 0.5759389336865127, 'bagging_freq': 7, 'n_estimators': 800, 'max_depth': 8, 'lambda_l1': 3.2280833686605486, 'lambda_l2': 3.014941366138395}",2917.6748860677085,150.91193315735734,"[2923.622314453125, 3099.4580078125, 2729.9443359375]"
17,"{'tweedie_variance_power': 1.3365367677145077, 'learning_rate': 0.001197749452601447, 'num_leaves': 80, 'min_child_samples': 88, 'feature_fraction': 0.6867250922761685, 'bagging_fraction': 0.701284169990009, 'bagging_freq': 2, 'n_estimators': 900, 'max_depth': 4, 'lambda_l1': 4.430322369641151, 'lambda_l2': 2.7348799348701367}",3613.8346354166665,79.91654053584618,"[3574.639892578125, 3725.235107421875, 3541.62890625]"
18,"{'tweedie_variance_power': 1.3263048767573942, 'learning_rate': 0.020843579627791365, 'num_leaves': 16, 'min_child_samples': 44, 'feature_fraction': 0.6739143228464044, 'bagging_fraction': 0.41664562606821115, 'bagging_freq': 2, 'n_estimators': 700, 'max_depth': 5, 'lambda_l1': 3.7230674199761236, 'lambda_l2': 4.000497669869339}",2806.1255696614585,231.21863308469216,"[2553.901123046875, 3112.46044921875, 2752.01513671875]"
19,"{'tweedie_variance_power': 1.2095880376856525, 'learning_rate': 0.2295593207703678, 'num_leaves': 16, 'min_child_samples': 93, 'feature_fraction': 0.7585752056664468, 'bagging_fraction': 0.4759436910301619, 'bagging_freq': 3, 'n_estimators': 500, 'max_depth': 3, 'lambda_l1': 3.6913482448490367, 'lambda_l2': 3.5267723095829417}",3288.7610677083335,155.24538732136634,"[3082.415771484375, 3456.879150390625, 3326.98828125]"
20,"{'tweedie_variance_power': 1.3070940239875042, 'learning_rate': 0.003110473483536582, 'num_leaves': 112, 'min_child_samples': 60, 'feature_fraction': 0.7762744503348775, 'bagging_fraction': 0.4938313061964125, 'bagging_freq': 9, 'n_estimators': 700, 'max_depth': 3, 'lambda_l1': 2.2631566298733374, 'lambda_l2': 3.0262539167481233}",3022.1927083333335,32.526129102016725,"[3064.355712890625, 3017.037109375, 2985.185302734375]"
21,"{'tweedie_variance_power': 1.2304026028672028, 'learning_rate': 0.01717348330859122, 'num_leaves': 32, 'min_child_samples': 67, 'feature_fraction': 0.9260532862566657, 'bagging_fraction': 0.7594636914850386, 'bagging_freq': 6, 'n_estimators': 1000, 'max_depth': 5, 'lambda_l1': 4.251356101067028, 'lambda_l2': 4.149070000360662}",2812.0327962239585,161.09277010813994,"[2605.682861328125, 2998.820556640625, 2831.594970703125]"
22,"{'tweedie_variance_power': 1.4222724356274186, 'learning_rate': 0.01831101339321212, 'num_leaves': 64, 'min_child_samples': 100, 'feature_fraction': 0.7923199157893713, 'bagging_fraction': 0.7651927994536455, 'bagging_freq': 8, 'n_estimators': 600, 'max_depth': 4, 'lambda_l1': 3.7808979823690874, 'lambda_l2': 3.817297727777374}",2714.4794921875,117.32786382443827,"[2656.572021484375, 2878.094970703125, 2608.771484375]"
23,"{'tweedie_variance_power': 1.3976866062804612, 'learning_rate': 0.01629754227632325, 'num_leaves': 16, 'min_child_samples': 97, 'feature_fraction': 0.8939026695382095, 'bagging_fraction': 0.42018421610373846, 'bagging_freq': 3, 'n_estimators': 700, 'max_depth': 5, 'lambda_l1': 4.514000253278334, 'lambda_l2': 4.772454826255574}",2794.345947265625,158.66008850389738,"[2627.205078125, 3007.56005859375, 2748.272705078125]"
24,"{'tweedie_variance_power': 1.2878681343232024, 'learning_rate': 0.0035105236885653777, 'num_leaves': 64, 'min_child_samples': 74, 'feature_fraction': 0.9843617006152154, 'bagging_fraction': 0.7098281792124375, 'bagging_freq': 6, 'n_estimators': 500, 'max_depth': 3, 'lambda_l1': 3.6530862325121705, 'lambda_l2': 2.273796719811486}",3225.0818684895835,28.551457315072344,"[3265.126708984375, 3209.541259765625, 3200.57763671875]"
25,"{'tweedie_variance_power': 1.279443630560896, 'learning_rate': 0.02168437689098847, 'num_leaves': 48, 'min_child_samples': 95, 'feature_fraction': 0.640323527627114, 'bagging_fraction': 0.49684680108060586, 'bagging_freq': 2, 'n_estimators': 100, 'max_depth': 3, 'lambda_l1': 3.212843590645861, 'lambda_l2': 3.9056464312942003}",3011.3382161458335,20.696559726178,"[3038.2421875, 3007.868896484375, 2987.903564453125]"
26,"{'tweedie_variance_power': 1.3495976540669945, 'learning_rate': 0.003560610811669766, 'num_leaves': 32, 'min_child_samples': 98, 'feature_fraction': 0.9300255538296377, 'bagging_fraction': 0.66482751320876, 'bagging_freq': 10, 'n_estimators': 700, 'max_depth': 9, 'lambda_l1': 4.742397366781535, 'lambda_l2': 4.981858345037612}",2777.931396484375,179.5953640839552,"[2840.283203125, 2959.98291015625, 2533.528076171875]"
27,"{'tweedie_variance_power': 1.1164208772391908, 'learning_rate': 0.003286092795228386, 'num_leaves': 16, 'min_child_samples': 84, 'feature_fraction': 0.7293328397161472, 'bagging_fraction': 0.7273423630265013, 'bagging_freq': 8, 'n_estimators': 900, 'max_depth': 4, 'lambda_l1': 2.5169234800414997, 'lambda_l2': 2.7789403559823733}",2703.3260091145835,108.87880695465785,"[2609.547119140625, 2855.9794921875, 2644.451416015625]"
28,"{'tweedie_variance_power': 1.1882770787749657, 'learning_rate': 0.08866688344715926, 'num_leaves': 16, 'min_child_samples': 40, 'feature_fraction': 0.6234084711335461, 'bagging_fraction': 0.7759240936178223, 'bagging_freq': 7, 'n_estimators': 800, 'max_depth': 5, 'lambda_l1': 2.236345253584792, 'lambda_l2': 4.080052341879524}",3202.71728515625,169.3679351404194,"[3123.728271484375, 3438.040283203125, 3046.38330078125]"
29,"{'tweedie_variance_power': 1.2050611018797566, 'learning_rate': 0.0068644566623181635, 'num_leaves': 128, 'min_child_samples': 92, 'feature_fraction': 0.6427497388384859, 'bagging_fraction': 0.8834223735262253, 'bagging_freq': 8, 'n_estimators': 900, 'max_depth': 7, 'lambda_l1': 4.91007739414291, 'lambda_l2': 4.914870642402093}",2792.5979817708335,159.0019479809865,"[2589.86181640625, 2978.20361328125, 2809.728515625]"
30,"{'tweedie_variance_power': 1.1467657720378819, 'learning_rate': 0.03528215842556065, 'num_leaves': 96, 'min_child_samples': 72, 'feature_fraction': 0.7827274541804876, 'bagging_fraction': 0.6957049698858399, 'bagging_freq': 10, 'n_estimators': 800, 'max_depth': 3, 'lambda_l1': 3.6546942974002823, 'lambda_l2': 2.816020613680922}",2679.0284830729165,77.34459552401199,"[2578.564697265625, 2691.79638671875, 2766.724365234375]"
31,"{'tweedie_variance_power': 1.3757738587004924, 'learning_rate': 0.00403400567467866, 'num_leaves': 32, 'min_child_samples': 68, 'feature_fraction': 0.8139394364328683, 'bagging_fraction': 0.5435512006462548, 'bagging_freq': 5, 'n_estimators': 600, 'max_depth': 6, 'lambda_l1': 3.6325533230755798, 'lambda_l2': 3.7184894170145535}",2818.854248046875,103.064381873726,"[2692.741455078125, 2945.1962890625, 2818.625]"
