fold,r2,mae,mse,rmse
0,0.31585466861724854,3625.34716796875,22806052.0,4775.568238440322
1,0.33574384450912476,3318.7587890625,22143042.0,4705.639382698168
2,0.3705226182937622,3226.0244140625,20983690.0,4580.795782394146
