trial_number,params,mean_score,std_score,partition_scores
13,"{'tweedie_variance_power': 1.4120096772554547, 'learning_rate': 0.041770029098959376, 'num_leaves': 32, 'min_child_samples': 66, 'feature_fraction': 0.8623412299377698, 'bagging_fraction': 0.47859980066627594, 'bagging_freq': 4, 'n_estimators': 400, 'max_depth': 4, 'lambda_l1': 1.993094772278397, 'lambda_l2': 4.569889040764208}",0.7225215435028076,0.04500172501483753,"[0.7461483478546143, 0.6595313549041748, 0.7618849277496338]"
14,"{'tweedie_variance_power': 1.2462292110974522, 'learning_rate': 0.0148732639986519, 'num_leaves': 32, 'min_child_samples': 87, 'feature_fraction': 0.8193822517784279, 'bagging_fraction': 0.7459687774218344, 'bagging_freq': 8, 'n_estimators': 900, 'max_depth': 4, 'lambda_l1': 3.9556741876007626, 'lambda_l2': 4.05876224321517}",0.747918963432312,0.03635521492642425,"[0.7560153603553772, 0.6999004483222961, 0.7878410816192627]"
15,"{'tweedie_variance_power': 1.8151547465870963, 'learning_rate': 0.04261338457271083, 'num_leaves': 48, 'min_child_samples': 97, 'feature_fraction': 0.5550563396016668, 'bagging_fraction': 0.563544981846864, 'bagging_freq': 6, 'n_estimators': 600, 'max_depth': 4, 'lambda_l1': 4.7062342991223876, 'lambda_l2': 3.898698483306169}",0.5715455412864685,0.04792526179135728,"[0.6393073797225952, 0.5388877391815186, 0.5364415049552917]"
16,"{'tweedie_variance_power': 1.4665124320226113, 'learning_rate': 0.002805281505174816, 'num_leaves': 64, 'min_child_samples': 91, 'feature_fraction': 0.9860026574862504, 'bagging_fraction': 0.5759389336865127, 'bagging_freq': 7, 'n_estimators': 800, 'max_depth': 8, 'lambda_l1': 3.2280833686605486, 'lambda_l2': 3.014941366138395}",0.6138018767038981,0.09394489218795622,"[0.5965646505355835, 0.5083344578742981, 0.7365065217018127]"
17,"{'tweedie_variance_power': 1.3365367677145077, 'learning_rate': 0.001197749452601447, 'num_leaves': 80, 'min_child_samples': 88, 'feature_fraction': 0.6867250922761685, 'bagging_fraction': 0.701284169990009, 'bagging_freq': 2, 'n_estimators': 900, 'max_depth': 4, 'lambda_l1': 4.430322369641151, 'lambda_l2': 2.7348799348701367}",0.7059555848439535,0.02332686103823875,"[0.7125039100646973, 0.6746804714202881, 0.730682373046875]"
18,"{'tweedie_variance_power': 1.3263048767573942, 'learning_rate': 0.020843579627791365, 'num_leaves': 16, 'min_child_samples': 44, 'feature_fraction': 0.6739143228464044, 'bagging_fraction': 0.41664562606821115, 'bagging_freq': 2, 'n_estimators': 700, 'max_depth': 5, 'lambda_l1': 3.7230674199761236, 'lambda_l2': 4.000497669869339}",0.647789458433787,0.08836355857177824,"[0.7370412349700928, 0.5274155139923096, 0.6789116263389587]"
19,"{'tweedie_variance_power': 1.2095880376856525, 'learning_rate': 0.2295593207703678, 'num_leaves': 16, 'min_child_samples': 93, 'feature_fraction': 0.7585752056664468, 'bagging_fraction': 0.4759436910301619, 'bagging_freq': 3, 'n_estimators': 500, 'max_depth': 3, 'lambda_l1': 3.6913482448490367, 'lambda_l2': 3.5267723095829417}",0.42797847588857013,0.1239283208679431,"[0.5840641260147095, 0.28090453147888184, 0.41896677017211914]"
20,"{'tweedie_variance_power': 1.3070940239875042, 'learning_rate': 0.003110473483536582, 'num_leaves': 112, 'min_child_samples': 60, 'feature_fraction': 0.7762744503348775, 'bagging_fraction': 0.4938313061964125, 'bagging_freq': 9, 'n_estimators': 700, 'max_depth': 3, 'lambda_l1': 2.2631566298733374, 'lambda_l2': 3.0262539167481233}",0.8120983044306437,0.00685131694756924,"[0.8032346963882446, 0.8131406903266907, 0.8199195265769958]"
21,"{'tweedie_variance_power': 1.4080304230080722, 'learning_rate': 0.0019598881273506005, 'num_leaves': 96, 'min_child_samples': 69, 'feature_fraction': 0.7836359209584327, 'bagging_fraction': 0.49220496818138326, 'bagging_freq': 9, 'n_estimators': 600, 'max_depth': 5, 'lambda_l1': 2.2104798262244123, 'lambda_l2': 1.523936694986075}",0.729852537314097,0.04391355711012964,"[0.7678025960922241, 0.6683046817779541, 0.753450334072113]"
22,"{'tweedie_variance_power': 1.161301842963236, 'learning_rate': 0.0023293088200749407, 'num_leaves': 160, 'min_child_samples': 44, 'feature_fraction': 0.639038404677738, 'bagging_fraction': 0.41582491646305225, 'bagging_freq': 6, 'n_estimators': 600, 'max_depth': 3, 'lambda_l1': 2.1741606653143712, 'lambda_l2': 4.017251641488553}",0.7556958198547363,0.007871976411216196,"[0.7448148131370544, 0.7590979933738708, 0.7631746530532837]"
23,"{'tweedie_variance_power': 1.3976866062804612, 'learning_rate': 0.01629754227632325, 'num_leaves': 16, 'min_child_samples': 97, 'feature_fraction': 0.8939026695382095, 'bagging_fraction': 0.42018421610373846, 'bagging_freq': 3, 'n_estimators': 700, 'max_depth': 5, 'lambda_l1': 4.514000253278334, 'lambda_l2': 4.772454826255574}",0.6652776201566061,0.04764654304888952,"[0.7217471599578857, 0.6052044630050659, 0.6688812375068665]"
24,"{'tweedie_variance_power': 1.129951687461197, 'learning_rate': 0.0023225783488118046, 'num_leaves': 176, 'min_child_samples': 87, 'feature_fraction': 0.8243262206514643, 'bagging_fraction': 0.4736241803652071, 'bagging_freq': 8, 'n_estimators': 1000, 'max_depth': 5, 'lambda_l1': 3.035360578526286, 'lambda_l2': 3.0753463862069963}",0.8156699736913046,0.04368751785435595,"[0.8548280000686646, 0.754703938961029, 0.83747798204422]"
25,"{'tweedie_variance_power': 1.1537445361277467, 'learning_rate': 0.002359661787948729, 'num_leaves': 208, 'min_child_samples': 78, 'feature_fraction': 0.8658622009466748, 'bagging_fraction': 0.5459432334157363, 'bagging_freq': 5, 'n_estimators': 1000, 'max_depth': 6, 'lambda_l1': 3.8009388391721775, 'lambda_l2': 3.85617831170561}",0.7615594069163004,0.05356449053781714,"[0.8272331357002258, 0.6960276961326599, 0.7614173889160156]"
26,"{'tweedie_variance_power': 1.2776398820918544, 'learning_rate': 0.0022969636696028614, 'num_leaves': 192, 'min_child_samples': 93, 'feature_fraction': 0.8157463317255724, 'bagging_fraction': 0.4410641931891716, 'bagging_freq': 5, 'n_estimators': 1000, 'max_depth': 4, 'lambda_l1': 1.4327902194830557, 'lambda_l2': 1.4622746359536873}",0.8103141585985819,0.0295107212229245,"[0.8272939324378967, 0.7688077688217163, 0.8348407745361328]"
27,"{'tweedie_variance_power': 1.5322088051397014, 'learning_rate': 0.008043996462794396, 'num_leaves': 32, 'min_child_samples': 94, 'feature_fraction': 0.7436781149607148, 'bagging_fraction': 0.46253427770459454, 'bagging_freq': 5, 'n_estimators': 400, 'max_depth': 3, 'lambda_l1': 3.1350641634793543, 'lambda_l2': 4.842799279722775}",0.8447463313738505,0.0023515815300289675,"[0.8419365882873535, 0.8476919531822205, 0.8446104526519775]"
28,"{'tweedie_variance_power': 1.6504908463681862, 'learning_rate': 0.0011976871944870482, 'num_leaves': 16, 'min_child_samples': 92, 'feature_fraction': 0.7331444804697931, 'bagging_fraction': 0.5285162272596976, 'bagging_freq': 4, 'n_estimators': 400, 'max_depth': 4, 'lambda_l1': 2.9217044718658403, 'lambda_l2': 4.096613716305651}",0.545983612537384,0.011268845595041259,"[0.5481062531471252, 0.5312438011169434, 0.5586007833480835]"
29,"{'tweedie_variance_power': 1.3593156114225395, 'learning_rate': 0.01972481888072017, 'num_leaves': 48, 'min_child_samples': 84, 'feature_fraction': 0.8794868210522265, 'bagging_fraction': 0.592392222227311, 'bagging_freq': 7, 'n_estimators': 400, 'max_depth': 5, 'lambda_l1': 4.711993075882172, 'lambda_l2': 1.4420034749518746}",0.7319364349047343,0.02297750815433319,"[0.7623545527458191, 0.7068277597427368, 0.726626992225647]"
30,"{'tweedie_variance_power': 1.5868202685492776, 'learning_rate': 0.008845963393305034, 'num_leaves': 96, 'min_child_samples': 81, 'feature_fraction': 0.5856434580826602, 'bagging_fraction': 0.5096092861857731, 'bagging_freq': 8, 'n_estimators': 400, 'max_depth': 3, 'lambda_l1': 3.6875164732399717, 'lambda_l2': 4.600405109751229}",0.8523388107617696,0.0018506398762352216,"[0.8514521718025208, 0.854914665222168, 0.8506495952606201]"
31,"{'tweedie_variance_power': 1.7656892025262723, 'learning_rate': 0.004322227414299241, 'num_leaves': 48, 'min_child_samples': 83, 'feature_fraction': 0.5159200039527194, 'bagging_fraction': 0.5659658389558008, 'bagging_freq': 9, 'n_estimators': 600, 'max_depth': 5, 'lambda_l1': 2.1231936090743986, 'lambda_l2': 3.4704187873202406}",0.7504895726839701,0.04454693116301127,"[0.8020027875900269, 0.693325400352478, 0.7561405301094055]"
